time,open,high,low,close,volume,open_interest
2025-07-25 10:48:00+05:30,24865.05,24870.8,24864.4,24870.55,0,0
2025-07-25 10:49:00+05:30,24871.55,24875.55,24867.3,24874.9,0,0
2025-07-25 10:50:00+05:30,24875.1,24880.2,24874.0,24878.35,0,0
2025-07-25 10:51:00+05:30,24878.4,24878.4,24871.75,24875.2,0,0
2025-07-25 10:52:00+05:30,24875.5,24878.85,24870.2,24870.2,0,0
2025-07-25 10:53:00+05:30,24869.5,24870.15,24866.55,24868.25,0,0
2025-07-25 10:54:00+05:30,24867.85,24868.1,24862.3,24862.3,0,0
2025-07-25 10:55:00+05:30,24861.8,24865.75,24859.7,24865.3,0,0
2025-07-25 10:56:00+05:30,24865.0,24866.3,24862.6,24864.6,0,0
2025-07-25 10:57:00+05:30,24864.75,24866.9,24862.45,24865.35,0,0
2025-07-25 10:58:00+05:30,24864.75,24870.35,24863.5,24867.6,0,0
2025-07-25 10:59:00+05:30,24866.5,24870.85,24864.3,24870.25,0,0
2025-07-25 11:00:00+05:30,24870.6,24881.8,24870.5,24875.0,0,0
2025-07-25 11:01:00+05:30,24874.4,24874.4,24863.15,24863.8,0,0
2025-07-25 11:02:00+05:30,24863.35,24870.8,24862.7,24870.8,0,0
2025-07-25 11:03:00+05:30,24870.55,24875.05,24870.15,24875.0,0,0
2025-07-25 11:04:00+05:30,24874.15,24876.5,24872.85,24875.65,0,0
2025-07-25 11:05:00+05:30,24875.95,24882.7,24874.05,24882.15,0,0
2025-07-25 11:06:00+05:30,24882.7,24891.6,24880.05,24890.65,0,0
2025-07-25 11:07:00+05:30,24890.55,24891.4,24884.15,24885.0,0,0
2025-07-25 11:08:00+05:30,24884.35,24887.5,24882.1,24887.5,0,0
2025-07-25 11:09:00+05:30,24886.85,24888.85,24881.85,24883.0,0,0
2025-07-25 11:10:00+05:30,24882.9,24883.75,24876.7,24876.7,0,0
2025-07-25 11:11:00+05:30,24877.85,24877.85,24869.55,24870.15,0,0
2025-07-25 11:12:00+05:30,24870.05,24872.85,24869.3,24870.35,0,0
2025-07-25 11:13:00+05:30,24870.7,24870.9,24861.35,24864.15,0,0
2025-07-25 11:14:00+05:30,24863.85,24870.75,24863.85,24868.5,0,0
2025-07-25 11:15:00+05:30,24868.9,24868.9,24862.65,24864.6,0,0
2025-07-25 11:16:00+05:30,24865.05,24865.05,24854.8,24855.75,0,0
2025-07-25 11:17:00+05:30,24856.0,24864.1,24855.9,24857.25,0,0
2025-07-25 11:18:00+05:30,24857.75,24865.7,24857.5,24865.7,0,0
2025-07-25 11:19:00+05:30,24865.5,24879.05,24864.7,24878.5,0,0
2025-07-25 11:20:00+05:30,24878.0,24883.05,24878.0,24883.05,0,0
2025-07-25 11:21:00+05:30,24883.05,24887.7,24882.1,24885.8,0,0
2025-07-25 11:22:00+05:30,24886.2,24887.3,24884.15,24886.2,0,0
2025-07-25 11:23:00+05:30,24886.5,24887.45,24883.4,24885.65,0,0
2025-07-25 11:24:00+05:30,24885.35,24889.45,24885.35,24888.65,0,0
2025-07-25 11:25:00+05:30,24888.6,24888.7,24884.35,24884.95,0,0
2025-07-25 11:26:00+05:30,24884.7,24884.7,24876.05,24879.55,0,0
2025-07-25 11:27:00+05:30,24880.5,24883.6,24878.65,24883.6,0,0
2025-07-25 11:28:00+05:30,24883.1,24885.65,24879.5,24880.6,0,0
2025-07-25 11:29:00+05:30,24880.4,24883.6,24879.8,24883.05,0,0
2025-07-25 11:30:00+05:30,24882.75,24894.8,24882.75,24892.3,0,0
2025-07-25 11:31:00+05:30,24891.7,24916.85,24891.35,24914.7,0,0
2025-07-25 11:32:00+05:30,24914.75,24914.8,24892.6,24892.6,0,0
2025-07-25 11:33:00+05:30,24892.5,24893.05,24874.35,24874.35,0,0
2025-07-25 11:34:00+05:30,24874.25,24874.55,24867.8,24872.45,0,0
2025-07-25 11:35:00+05:30,24872.7,24873.2,24868.8,24869.1,0,0
2025-07-25 11:36:00+05:30,24866.3,24870.35,24866.3,24870.35,0,0
2025-07-25 11:37:00+05:30,24869.75,24870.1,24862.15,24862.15,0,0
2025-07-25 11:38:00+05:30,24861.75,24862.65,24859.75,24860.7,0,0
2025-07-25 11:39:00+05:30,24861.2,24866.7,24860.65,24865.1,0,0
2025-07-25 11:40:00+05:30,24864.65,24864.9,24858.3,24858.6,0,0
2025-07-25 11:41:00+05:30,24858.85,24859.25,24855.85,24857.1,0,0
2025-07-25 11:42:00+05:30,24857.05,24864.0,24855.9,24863.65,0,0
2025-07-25 11:43:00+05:30,24863.85,24868.25,24863.0,24866.4,0,0
2025-07-25 11:44:00+05:30,24866.2,24866.7,24862.3,24865.45,0,0
2025-07-25 11:45:00+05:30,24865.0,24865.5,24861.45,24862.0,0,0
2025-07-25 11:46:00+05:30,24862.1,24862.1,24857.0,24857.95,0,0
2025-07-25 11:47:00+05:30,24857.85,24858.6,24836.45,24838.75,0,0
2025-07-25 11:48:00+05:30,24839.0,24839.6,24830.85,24832.1,0,0
2025-07-25 11:49:00+05:30,24831.8,24839.3,24831.65,24838.25,0,0
2025-07-25 11:50:00+05:30,24838.4,24842.8,24836.65,24841.1,0,0
2025-07-25 11:51:00+05:30,24841.0,24841.0,24836.5,24837.9,0,0
2025-07-25 11:52:00+05:30,24838.35,24838.35,24833.75,24835.65,0,0
2025-07-25 11:53:00+05:30,24835.15,24843.5,24833.15,24843.2,0,0
2025-07-25 11:54:00+05:30,24843.25,24848.75,24843.25,24845.45,0,0
2025-07-25 11:55:00+05:30,24844.6,24847.75,24843.55,24846.6,0,0
2025-07-25 11:56:00+05:30,24844.8,24846.95,24843.2,24845.15,0,0
2025-07-25 11:57:00+05:30,24844.95,24847.3,24841.75,24842.35,0,0
2025-07-25 11:58:00+05:30,24842.8,24844.6,24841.0,24842.1,0,0
2025-07-25 11:59:00+05:30,24842.3,24847.6,24841.5,24846.55,0,0
2025-07-25 12:00:00+05:30,24846.4,24846.65,24839.65,24839.65,0,0
2025-07-25 12:01:00+05:30,24840.25,24840.45,24835.5,24835.75,0,0
2025-07-25 12:02:00+05:30,24836.3,24839.6,24834.5,24838.15,0,0
2025-07-25 12:03:00+05:30,24838.4,24838.65,24833.8,24836.65,0,0
2025-07-25 12:04:00+05:30,24836.75,24843.6,24836.6,24842.35,0,0
2025-07-25 12:05:00+05:30,24841.9,24848.25,24841.9,24848.15,0,0
2025-07-25 12:06:00+05:30,24847.7,24847.7,24842.6,24845.2,0,0
2025-07-25 12:07:00+05:30,24844.8,24844.9,24840.5,24841.35,0,0
2025-07-25 12:08:00+05:30,24841.25,24841.25,24837.4,24839.9,0,0
2025-07-25 12:09:00+05:30,24839.8,24839.8,24834.35,24834.85,0,0
2025-07-25 12:10:00+05:30,24835.75,24836.9,24833.1,24833.7,0,0
2025-07-25 12:11:00+05:30,24834.05,24843.6,24833.65,24842.6,0,0
2025-07-25 12:12:00+05:30,24843.35,24847.7,24839.1,24839.4,0,0
2025-07-25 12:13:00+05:30,24839.85,24844.1,24839.85,24843.65,0,0
2025-07-25 12:14:00+05:30,24843.75,24845.55,24842.3,24844.15,0,0
2025-07-25 12:15:00+05:30,24844.4,24846.05,24837.55,24839.1,0,0
2025-07-25 12:16:00+05:30,24838.8,24838.8,24834.35,24836.15,0,0
2025-07-25 12:17:00+05:30,24833.95,24840.65,24833.95,24839.5,0,0
2025-07-25 12:18:00+05:30,24839.5,24841.6,24833.4,24833.7,0,0
2025-07-25 12:19:00+05:30,24833.95,24835.6,24831.8,24832.0,0,0
2025-07-25 12:20:00+05:30,24831.8,24833.0,24827.75,24832.9,0,0
2025-07-25 12:21:00+05:30,24832.85,24835.1,24824.5,24825.4,0,0
2025-07-25 12:22:00+05:30,24825.05,24828.35,24824.4,24824.95,0,0
2025-07-25 12:23:00+05:30,24826.75,24826.9,24817.05,24820.45,0,0
2025-07-25 12:24:00+05:30,24819.75,24824.55,24811.65,24824.55,0,0
2025-07-25 12:25:00+05:30,24824.35,24826.95,24821.8,24822.25,0,0
2025-07-25 12:26:00+05:30,24821.8,24821.8,24817.3,24818.75,0,0
2025-07-25 12:27:00+05:30,24818.45,24824.1,24818.45,24819.3,0,0
2025-07-25 12:28:00+05:30,24819.15,24823.8,24818.9,24823.35,0,0
2025-07-25 12:29:00+05:30,24823.1,24828.4,24821.15,24828.35,0,0
2025-07-25 12:30:00+05:30,24828.15,24833.4,24827.8,24832.15,0,0
2025-07-25 12:31:00+05:30,24831.8,24836.6,24829.7,24836.6,0,0
2025-07-25 12:32:00+05:30,24836.1,24840.5,24835.35,24835.95,0,0
2025-07-25 12:33:00+05:30,24835.2,24840.2,24834.15,24839.45,0,0
2025-07-25 12:34:00+05:30,24839.45,24844.0,24829.3,24831.9,0,0
2025-07-25 12:35:00+05:30,24831.45,24838.4,24831.05,24838.4,0,0
2025-07-25 12:36:00+05:30,24836.3,24848.25,24835.75,24847.05,0,0
2025-07-25 12:37:00+05:30,24846.55,24856.15,24846.55,24854.55,0,0
2025-07-25 12:38:00+05:30,24854.75,24862.5,24853.9,24860.1,0,0
2025-07-25 12:39:00+05:30,24859.65,24873.75,24859.45,24871.0,0,0
2025-07-25 12:40:00+05:30,24870.5,24886.6,24870.5,24879.45,0,0
2025-07-25 12:41:00+05:30,24878.25,24878.9,24861.2,24862.05,0,0
2025-07-25 12:42:00+05:30,24861.1,24861.65,24855.55,24860.5,0,0
2025-07-25 12:43:00+05:30,24860.25,24867.05,24859.65,24865.75,0,0
2025-07-25 12:44:00+05:30,24864.5,24873.5,24863.65,24864.7,0,0
2025-07-25 12:45:00+05:30,24865.25,24869.5,24864.8,24868.2,0,0
2025-07-25 12:46:00+05:30,24868.0,24869.3,24865.05,24868.5,0,0
2025-07-25 12:47:00+05:30,24867.9,24871.0,24867.25,24867.95,0,0
2025-07-25 12:48:00+05:30,24867.8,24873.0,24867.8,24872.5,0,0
2025-07-25 12:49:00+05:30,24871.95,24873.45,24870.8,24873.0,0,0
2025-07-25 12:50:00+05:30,24872.95,24875.6,24872.65,24874.55,0,0
2025-07-25 12:51:00+05:30,24873.75,24874.85,24860.65,24861.3,0,0
2025-07-25 12:52:00+05:30,24861.7,24865.9,24861.3,24861.75,0,0
2025-07-25 12:53:00+05:30,24861.25,24863.65,24859.7,24862.8,0,0
2025-07-25 12:54:00+05:30,24862.1,24863.5,24854.9,24855.9,0,0
2025-07-25 12:55:00+05:30,24855.5,24859.4,24853.2,24855.1,0,0
2025-07-25 12:56:00+05:30,24854.0,24855.6,24852.35,24853.8,0,0
2025-07-25 12:57:00+05:30,24854.35,24858.75,24853.2,24857.25,0,0
2025-07-25 12:58:00+05:30,24857.1,24859.1,24855.85,24857.85,0,0
2025-07-25 12:59:00+05:30,24857.75,24859.25,24855.2,24855.9,0,0
2025-07-25 13:00:00+05:30,24855.6,24865.75,24854.8,24864.1,0,0
2025-07-25 13:01:00+05:30,24864.15,24868.1,24864.05,24866.55,0,0
2025-07-25 13:02:00+05:30,24866.35,24868.3,24858.75,24859.55,0,0
2025-07-25 13:03:00+05:30,24858.4,24860.45,24848.55,24852.85,0,0
2025-07-25 13:04:00+05:30,24852.35,24854.45,24849.2,24850.85,0,0
2025-07-25 13:05:00+05:30,24850.4,24851.65,24848.0,24848.75,0,0
2025-07-25 13:06:00+05:30,24848.3,24860.35,24847.45,24860.35,0,0
2025-07-25 13:07:00+05:30,24859.7,24868.5,24859.55,24867.65,0,0
2025-07-25 13:08:00+05:30,24867.45,24867.85,24855.6,24857.8,0,0
2025-07-25 13:09:00+05:30,24857.15,24860.45,24854.35,24855.9,0,0
2025-07-25 13:10:00+05:30,24855.7,24860.7,24855.55,24859.4,0,0
2025-07-25 13:11:00+05:30,24859.7,24860.1,24852.35,24853.6,0,0
2025-07-25 13:12:00+05:30,24853.2,24854.1,24849.25,24850.15,0,0
2025-07-25 13:13:00+05:30,24847.95,24855.45,24847.35,24854.1,0,0
2025-07-25 13:14:00+05:30,24853.45,24859.6,24853.05,24857.55,0,0
2025-07-25 13:15:00+05:30,24857.55,24859.15,24852.8,24853.95,0,0
2025-07-25 13:16:00+05:30,24853.55,24858.45,24853.1,24854.95,0,0
2025-07-25 13:17:00+05:30,24854.5,24856.5,24848.9,24849.1,0,0
2025-07-25 13:18:00+05:30,24848.25,24855.0,24847.85,24853.55,0,0
2025-07-25 13:19:00+05:30,24853.15,24860.65,24852.05,24860.4,0,0
2025-07-25 13:20:00+05:30,24860.35,24865.05,24857.55,24858.75,0,0
2025-07-25 13:21:00+05:30,24858.45,24862.45,24857.4,24860.5,0,0
2025-07-25 13:22:00+05:30,24861.1,24864.1,24860.1,24864.1,0,0
2025-07-25 13:23:00+05:30,24863.55,24866.65,24863.15,24865.85,0,0
2025-07-25 13:24:00+05:30,24865.6,24872.85,24865.6,24872.45,0,0
2025-07-25 13:25:00+05:30,24872.65,24872.75,24864.5,24866.45,0,0
2025-07-25 13:26:00+05:30,24865.85,24867.4,24862.25,24866.15,0,0
2025-07-25 13:27:00+05:30,24866.15,24869.45,24862.85,24863.65,0,0
2025-07-25 13:28:00+05:30,24863.15,24866.5,24862.0,24862.5,0,0
2025-07-25 13:29:00+05:30,24862.35,24862.7,24856.3,24856.35,0,0
2025-07-25 13:30:00+05:30,24856.3,24858.1,24854.55,24855.55,0,0
2025-07-25 13:31:00+05:30,24855.45,24856.1,24849.8,24849.9,0,0
2025-07-25 13:32:00+05:30,24849.9,24853.2,24849.2,24853.1,0,0
2025-07-25 13:33:00+05:30,24852.65,24853.35,24842.25,24843.4,0,0
2025-07-25 13:34:00+05:30,24843.3,24843.95,24806.35,24811.7,0,0
2025-07-25 13:35:00+05:30,24810.25,24829.0,24810.25,24827.85,0,0
2025-07-25 13:36:00+05:30,24828.65,24832.75,24827.7,24829.8,0,0
2025-07-25 13:37:00+05:30,24829.6,24832.05,24827.05,24831.4,0,0
2025-07-25 13:38:00+05:30,24830.8,24853.95,24830.8,24853.4,0,0
2025-07-25 13:39:00+05:30,24852.95,24852.95,24848.0,24851.5,0,0
2025-07-25 13:40:00+05:30,24850.95,24852.65,24846.65,24848.75,0,0
2025-07-25 13:41:00+05:30,24847.6,24858.3,24847.6,24858.05,0,0
2025-07-25 13:42:00+05:30,24858.05,24861.45,24857.55,24861.45,0,0
2025-07-25 13:43:00+05:30,24861.35,24862.65,24857.3,24861.35,0,0
2025-07-25 13:44:00+05:30,24860.8,24864.4,24858.6,24863.3,0,0
2025-07-25 13:45:00+05:30,24863.35,24864.55,24857.05,24857.85,0,0
2025-07-25 13:46:00+05:30,24858.2,24870.35,24857.05,24865.45,0,0
2025-07-25 13:47:00+05:30,24863.85,24869.65,24861.65,24869.1,0,0
2025-07-25 13:48:00+05:30,24868.55,24869.4,24864.2,24867.15,0,0
2025-07-25 13:49:00+05:30,24866.95,24868.6,24864.25,24865.8,0,0
2025-07-25 13:50:00+05:30,24865.85,24868.45,24862.5,24864.7,0,0
2025-07-25 13:51:00+05:30,24864.7,24869.4,24862.3,24863.85,0,0
2025-07-25 13:52:00+05:30,24862.45,24865.05,24860.2,24860.85,0,0
2025-07-25 13:53:00+05:30,24859.65,24875.2,24859.65,24875.2,0,0
2025-07-25 13:54:00+05:30,24875.1,24880.05,24873.1,24874.7,0,0
2025-07-25 13:55:00+05:30,24874.25,24875.2,24866.6,24870.3,0,0
2025-07-25 13:56:00+05:30,24869.8,24875.05,24869.8,24873.15,0,0
2025-07-25 13:57:00+05:30,24873.5,24875.35,24871.7,24874.3,0,0
2025-07-25 13:58:00+05:30,24874.05,24876.5,24871.15,24872.55,0,0
2025-07-25 13:59:00+05:30,24872.35,24875.25,24871.35,24874.4,0,0
2025-07-25 14:00:00+05:30,24873.35,24879.85,24873.35,24877.95,0,0
2025-07-25 14:01:00+05:30,24878.2,24879.3,24869.9,24869.9,0,0
2025-07-25 14:02:00+05:30,24870.05,24871.45,24866.8,24867.6,0,0
2025-07-25 14:03:00+05:30,24867.25,24869.0,24862.5,24863.95,0,0
2025-07-25 14:04:00+05:30,24862.95,24864.0,24857.15,24859.4,0,0
2025-07-25 14:05:00+05:30,24858.45,24859.2,24852.2,24853.1,0,0
2025-07-25 14:06:00+05:30,24853.0,24853.35,24842.9,24844.1,0,0
2025-07-25 14:07:00+05:30,24843.4,24845.3,24840.3,24843.35,0,0
2025-07-25 14:08:00+05:30,24842.65,24848.0,24842.2,24848.0,0,0
2025-07-25 14:09:00+05:30,24847.55,24849.7,24846.55,24848.5,0,0
2025-07-25 14:10:00+05:30,24848.05,24849.9,24844.1,24844.8,0,0
2025-07-25 14:11:00+05:30,24844.1,24848.5,24844.1,24847.8,0,0
2025-07-25 14:12:00+05:30,24847.65,24848.8,24846.6,24847.8,0,0
2025-07-25 14:13:00+05:30,24847.35,24848.2,24845.0,24846.45,0,0
2025-07-25 14:14:00+05:30,24846.15,24847.1,24835.9,24839.35,0,0
2025-07-25 14:15:00+05:30,24839.15,24844.5,24838.35,24844.5,0,0
2025-07-25 14:16:00+05:30,24844.1,24848.9,24840.95,24841.95,0,0
2025-07-25 14:17:00+05:30,24841.55,24843.4,24839.15,24842.7,0,0
2025-07-25 14:18:00+05:30,24841.8,24844.95,24837.4,24839.6,0,0
2025-07-25 14:19:00+05:30,24839.2,24843.15,24837.1,24842.0,0,0
2025-07-25 14:20:00+05:30,24840.6,24845.35,24838.0,24845.05,0,0
2025-07-25 14:21:00+05:30,24844.5,24847.55,24844.45,24845.65,0,0
2025-07-25 14:22:00+05:30,24845.05,24847.7,24844.35,24845.85,0,0
2025-07-25 14:23:00+05:30,24844.8,24847.0,24841.3,24846.05,0,0
2025-07-25 14:24:00+05:30,24845.15,24854.35,24844.2,24852.7,0,0
2025-07-25 14:25:00+05:30,24850.15,24852.6,24847.4,24847.8,0,0
2025-07-25 14:26:00+05:30,24846.95,24847.65,24835.55,24838.6,0,0
2025-07-25 14:27:00+05:30,24837.8,24838.75,24813.85,24816.25,0,0
2025-07-25 14:28:00+05:30,24816.35,24839.25,24816.35,24838.75,0,0
2025-07-25 14:29:00+05:30,24838.05,24840.85,24833.7,24835.8,0,0
2025-07-25 14:30:00+05:30,24831.8,24837.8,24831.8,24836.95,0,0
2025-07-25 14:31:00+05:30,24836.4,24837.4,24833.25,24836.15,0,0
2025-07-25 14:32:00+05:30,24834.8,24836.25,24831.1,24833.0,0,0
2025-07-25 14:33:00+05:30,24833.9,24834.0,24830.1,24831.1,0,0
2025-07-25 14:34:00+05:30,24829.9,24833.2,24828.6,24829.0,0,0
2025-07-25 14:35:00+05:30,24828.3,24835.3,24825.25,24834.85,0,0
2025-07-25 14:36:00+05:30,24833.7,24840.0,24833.7,24836.8,0,0
2025-07-25 14:37:00+05:30,24835.65,24838.7,24833.35,24835.1,0,0
2025-07-25 14:38:00+05:30,24834.7,24840.15,24834.0,24839.55,0,0
2025-07-25 14:39:00+05:30,24838.7,24845.55,24838.7,24845.25,0,0
2025-07-25 14:40:00+05:30,24843.6,24848.3,24842.25,24847.4,0,0
2025-07-25 14:41:00+05:30,24846.8,24846.8,24836.65,24837.55,0,0
2025-07-25 14:42:00+05:30,24837.45,24837.45,24832.0,24833.25,0,0
2025-07-25 14:43:00+05:30,24833.0,24833.0,24829.5,24831.3,0,0
2025-07-25 14:44:00+05:30,24830.8,24832.55,24827.4,24832.15,0,0
2025-07-25 14:45:00+05:30,24832.3,24836.9,24832.3,24835.65,0,0
2025-07-25 14:46:00+05:30,24835.25,24835.9,24824.6,24826.4,0,0
2025-07-25 14:47:00+05:30,24825.7,24831.85,24825.7,24831.35,0,0
2025-07-25 14:48:00+05:30,24830.95,24834.9,24830.3,24833.35,0,0
2025-07-25 14:49:00+05:30,24832.35,24833.7,24822.4,24824.1,0,0
2025-07-25 14:50:00+05:30,24823.6,24829.5,24823.6,24827.2,0,0
2025-07-25 14:51:00+05:30,24826.05,24828.2,24821.45,24822.05,0,0
2025-07-25 14:52:00+05:30,24821.4,24824.35,24818.15,24819.7,0,0
2025-07-25 14:53:00+05:30,24818.55,24825.85,24818.55,24825.75,0,0
2025-07-25 14:54:00+05:30,24824.5,24830.4,24824.5,24825.35,0,0
